,index,url,brand,name,price,discount_price,thumbnail,color,category
3347,114,https://store.musinsa.com/app/goods/1376322,플랙,MINO YOON MENS BLOCK STRIPE SHORTS SLEEVE COLLAR T-SHIRTS_RD (PWTZ2RSL50MORD),"69,000","62,100",https://image.msscdn.net/images/goods_img/20200401/1376322/1376322_2_500.jpg,11,collar
3348,115,https://store.musinsa.com/app/goods/1932161,더 파머,유니 동일 블럭 루즈핏 카라티(네이비)_GMM1KL04NV,"139,000","104,250",https://image.msscdn.net/images/goods_img/20210430/1932161/1932161_1_500.jpg,11,collar
3349,116,https://store.musinsa.com/app/goods/1520309,글리머,302-ADP 메쉬 폴로 반팔셔츠 레드,"14,000","12,900",https://image.msscdn.net/images/goods_img/20200720/1520309/1520309_1_500.jpg,11,collar
3350,117,https://store.musinsa.com/app/goods/781618,라울,DENIM COLLAR PIQUE SHIRTS RED 데님카라 피케셔츠 스트라이프 레드,"69,000",,https://image.msscdn.net/images/goods_img/20180515/781618/781618_1_500.jpg,11,collar
3351,118,https://store.musinsa.com/app/goods/781605,라울,DENIM COLLAR PIQUE SHIRTS MAROON 데님카라 피케셔츠 솔리드 마룬,"69,000",,https://image.msscdn.net/images/goods_img/20180515/781605/781605_1_500.jpg,11,collar
3352,119,https://store.musinsa.com/app/goods/2244781,엘피지에이,선수용 로고 포인트 티셔츠_L203TL551P,"159,000",,https://image.msscdn.net/images/goods_img/20211123/2244781/2244781_1_500.jpg,11,collar
3353,120,https://store.musinsa.com/app/goods/2197754,피지에이투어,컬러배색 동체패턴 긴팔 티셔츠_L213TL102P,"199,000",,https://image.msscdn.net/images/goods_img/20211026/2197754/2197754_1_500.jpg,11,collar
3354,121,https://store.musinsa.com/app/goods/2187229,화이트볼,여성 W프린트 카라 반팔 골프 티셔츠 (레드),"158,000",,https://image.msscdn.net/images/goods_img/20211019/2187229/2187229_1_500.jpg,11,collar
3355,122,https://store.musinsa.com/app/goods/2185190,헤지스골프,[H-MAXSWING 430+]레드 H-MAXSWING 소재믹스 카라 티셔츠 (HUTS1D793R2),"198,000",,https://image.msscdn.net/images/goods_img/20211019/2185190/2185190_1_500.jpg,11,collar
3356,123,https://store.musinsa.com/app/goods/2181946,까스텔바작,여성 스트레치 앞판 프린트 카라 티셔츠_BGAWTS701RE,"140,000",,https://image.msscdn.net/images/goods_img/20211015/2181946/2181946_1_500.jpg,11,collar
3357,124,https://store.musinsa.com/app/goods/2169659,엠유스포츠,까뮤 원포인트 제에리 티셔츠 MU21522TL51-RED,"278,000",,https://image.msscdn.net/images/goods_img/20211008/2169659/2169659_1_500.jpg,11,collar
3358,125,https://store.musinsa.com/app/goods/2168352,엠유스포츠,프린트 절개 배색 티셔츠 MU21522TL05-RED,"278,000",,https://image.msscdn.net/images/goods_img/20211007/2168352/2168352_1_500.jpg,11,collar
